ParkingSpotID Timestamp Occupied
Parking_32 1516499641150 1

Parking_32 1516500242625 0

Parking_26 1516500540663 0

Parking_26 1516500840460 1

Parking_26 1516507440717 0

Parking_32 1516516440784 1

Parking_14 1516516440391 1

Parking_22 1516516741718 1

Parking_14 1516516743397 0

Parking_22 1516517041497 0

Parking_32 1516517041022 0

Parking_26 1516517340446 1

Parking_32 1516517341086 1

Parking_04 1516517640498 1

Parking_25 1516517940976 1

Parking_26 1516517940555 1

Parking_04 1516517942584 0

Parking_25 1516518250557 0

Parking_25 1516518840524 1

Parking_25 1516519141998 0

Parking_26 1516519142575 0

Parking_26 1516520948603 1

Parking_14 1516520949365 1

Parking_12 1516520950083 1

Parking_02 1516520949001 1

Parking_13 1516520949698 1

Parking_11 1516521241671 0

Parking_12 1516521240735 1

Parking_14 1516521540706 1

Parking_13 1516521541492 0

Parking_11 1516521840893 1

Parking_10 1516521840491 1

Parking_15 1516521842210 0

Parking_14 1516521842643 0

Parking_12 1516521843094 0

Parking_11 1516522141176 0

Parking_10 1516522140881 0

Parking_26 1516523348026 0

Parking_14 1516523958646 1

Parking_14 1516524246704 0

Parking_26 1516525440390 1

Parking_25 1516527840466 1

Parking_26 1516527841506 0

Parking_14 1516528151044 1

Parking_25 1516528742185 0

Parking_13 1516529040465 1

Parking_13 1516529343385 0

Parking_23 1516529661507 1

Parking_15 1516529661862 1

Parking_24 1516529661078 1

Parking_15 1516529942231 0

Parking_24 1516529942627 0

Parking_12 1516529940800 1

Parking_23 1516530242178 0

Parking_22 1516530240429 1

Parking_15 1516530240832 1

Parking_14 1516530242710 0

Parking_12 1516530243144 0

Parking_22 1516530541092 0

Parking_01 1516530845382 1

Parking_12 1516530847357 1

Parking_13 1516530846991 1

Parking_01 1516531141824 0

Parking_12 1516531141483 0

Parking_13 1516531142501 0

Parking_15 1516531441558 0

Parking_25 1516531740617 1

Parking_01 1516531741079 1

Parking_22 1516532040427 1

Parking_13 1516532040872 1

Parking_22 1516532350262 0

Parking_13 1516532349231 0

Parking_12 1516533840472 1

Parking_12 1516534157821 0

Parking_19 1516534440966 1

Parking_07 1516534441338 1

Parking_20 1516534440542 1

Parking_19 1516534742108 0

Parking_07 1516534741119 0

Parking_20 1516534742524 0

Parking_12 1516534740410 1

Parking_12 1516535043020 0

Parking_14 1516537440439 1

Parking_14 1516537757868 0

Parking_26 1516539240560 1

Parking_15 1516539241029 1

Parking_15 1516539554265 0

Parking_03 1516539840726 1

Parking_03 1516540141174 0

Parking_15 1516540140414 1

Parking_15 1516540443216 0

Parking_04 1516541052199 1

Parking_02 1516541052624 1

Parking_04 1516541358011 0

Parking_02 1516541358434 0

Parking_01 1516541940891 1

Parking_01 1516542243396 0

Parking_14 1516543144776 1

Parking_04 1516543144371 1

Parking_14 1516543454399 0

Parking_04 1516543454978 0

Parking_14 1516544968121 1

Parking_14 1516545241813 0

Parking_01 1516545540500 1

Parking_01 1516545841403 0

Parking_11 1516546141136 1

Parking_13 1516546140718 1

Parking_12 1516546453407 1

Parking_25 1516546740626 1

Parking_24 1516546741072 1

Parking_12 1516546742892 0

Parking_23 1516547340574 1

Parking_12 1516547341048 1

Parking_24 1516547642286 0

Parking_12 1516547642662 0

Parking_15 1516548240526 1

Parking_15 1516548542136 0

Parking_13 1516548540770 1

Parking_13 1516548841321 0

Parking_07 1516549440787 1

Parking_07 1516549741713 0

Parking_09 1516549741190 1

Parking_32 1516550641348 0

Parking_11 1516550941112 0

Parking_26 1516557842315 0

Parking_23 1516557842584 0

Parking_11 1516558141261 0

Parking_25 1516558141558 0

Parking_26 1516558140467 1

Parking_26 1516559040729 0

Parking_26 1516559359853 1

Parking_26 1516580640719 0

Parking_25 1516580941685 1

Parking_25 1516581242091 0

Parking_25 1516581841888 1

Parking_25 1516582141253 0

Parking_26 1516582140417 1

Parking_25 1516584540482 1

Parking_25 1516584840967 0

Parking_25 1516588440442 1

Parking_25 1516589341155 0

Parking_25 1516590240959 0

Parking_25 1516592040486 1

Parking_25 1516592340958 0

Parking_26 1516594140920 0

Parking_32 1516594740463 1

Parking_10 1516597440509 1

Parking_03 1516600740434 1

Parking_26 1516601340548 1

Parking_05 1516602540658 1

Parking_14 1516602840818 1

Parking_13 1516603141186 1

Parking_13 1516603441201 0

Parking_02 1516603740808 1

Parking_13 1516604044984 1

Parking_07 1516604343480 1

Parking_26 1516604345962 0

Parking_15 1516604344032 1

Parking_12 1516604344446 1

Parking_13 1516604345171 0

Parking_31 1516604641324 1

Parking_13 1516604940976 1

Parking_27 1516606141064 1

Parking_26 1516606440629 1

Parking_27 1516606441603 0

Parking_30 1516606743470 1

Parking_08 1516607045272 1

Parking_29 1516607046220 1

Parking_16 1516607044819 1

Parking_01 1516607045722 1

Parking_11 1516607341343 1

Parking_25 1516607340509 1

Parking_26 1516607341906 0

Parking_06 1516607940951 1

Parking_23 1516608540914 1

Parking_17 1516608541720 1

Parking_22 1516608541361 1

Parking_04 1516608542839 1

Parking_27 1516608545347 1

Parking_09 1516608542292 1

Parking_22 1516608842420 0

Parking_21 1516608840829 1

Parking_02 1516609141543 1

Parking_18 1516609445898 1

Parking_25 1516609742750 0

Parking_24 1516609740997 1

Parking_25 1516610041053 1

Parking_22 1516610041609 1

Parking_20 1516610341338 1

Parking_28 1516610342661 1

Parking_31 1516611542399 0

Parking_31 1516612150052 1

Parking_31 1516613067579 0

Parking_26 1516613066603 0

Parking_27 1516613066897 0

Parking_13 1516613067274 0

Parking_31 1516613343257 1

Parking_27 1516613342770 1

Parking_13 1516613342248 1

Parking_26 1516613640792 1

Parking_26 1516614260293 0

Parking_26 1516614840713 1

Parking_16 1516615742438 0

Parking_26 1516616942821 0

Parking_26 1516617241618 1

Parking_13 1516617845632 0

Parking_13 1516618141784 1

Parking_31 1516618743841 1

Parking_31 1516619644424 0

Parking_31 1516619952313 1

Parking_28 1516619952857 0

Parking_31 1516620542365 0

Parking_31 1516620841801 1

Parking_01 1516621143716 0

Parking_31 1516621743311 0

Parking_01 1516621741747 1

Parking_26 1516623842586 0

Parking_28 1516623841970 1

Parking_26 1516624140966 1

Parking_30 1516625044725 0

Parking_26 1516628342344 0

Parking_26 1516628648468 1

Parking_23 1516628650209 0

Parking_26 1516628947181 0

Parking_26 1516629540687 1

Parking_26 1516630143618 0

Parking_30 1516630141900 1

Parking_24 1516630143225 0

Parking_01 1516631043794 0

Parking_03 1516631642426 0

Parking_31 1516631641887 0

Parking_31 1516631941766 1

Parking_28 1516631942425 0

Parking_10 1516632248525 0

Parking_12 1516632248826 0

